survival_prob,ci_lower,ci_upper,Group,GraftTime
0.9709092675116875,0.9683373756843142,0.9732751429790751,Nationwide,41.0
0.9702355707839126,0.9676362516274825,0.9726290872746411,Nationwide,42.0
0.9698985664175409,0.9672856479716498,0.9723057880828762,Nationwide,43.0
0.9695053946567743,0.9668767159477643,0.971928500222762,Nationwide,44.0
0.969280725079193,0.966643090777992,0.971712856936598,Nationwide,45.0
0.9687190511352396,0.9660591848594775,0.9711735918662465,Nationwide,46.0
0.9684381815930146,0.9657672792915024,0.9709038466686821,Nationwide,47.0
0.9680449642338994,0.9653587024395134,0.9705261125402277,Nationwide,48.0
0.9678764327289838,0.965183619538848,0.9703641854317757,Nationwide,49.0
0.9674831925508485,0.9647751665365023,0.969986281821081,Nationwide,50.0
0.9671461295410166,0.9644251450635971,0.9696622834212492,Nationwide,51.0
0.9669213947601312,0.9641918101558606,0.969446219413098,Nationwide,52.0
0.9665842925888021,0.9638418685282443,0.9691220627306413,Nationwide,53.0
0.9660224229773463,0.9632587565079199,0.9685816122201876,Nationwide,54.0
0.9655167403270347,0.9627341226433995,0.9680950399823026,Nationwide,55.0
0.9651796185601602,0.9623844528767367,0.9677705724361182,Nationwide,56.0
0.964898683754433,0.9620931132283893,0.9675001310430379,Nationwide,57.0
0.9646739359098506,0.9618600750382952,0.9672837444336535,Nationwide,58.0
0.9643368141429755,0.9615105729935067,0.9669591093340877,Nationwide,59.0
0.9637187575703733,0.9608699886858436,0.9663637757095777,Nationwide,60.0
0.963269261881208,0.9604042443537408,0.9659306707664306,Nationwide,61.0
0.9628197661920436,0.959938611586105,0.9654974543641133,Nationwide,62.0
0.9626511954713789,0.959764017064282,0.9653349607465146,Nationwide,63.0
0.9620892602688386,0.9591821100870384,0.9647931749239188,Nationwide,64.0
0.9615834890455669,0.9586585045870358,0.9643053978075294,Nationwide,65.0
0.9613024886104287,0.9583676523651617,0.9640343379259878,Nationwide,66.0
0.9609090880012345,0.9579605271354201,0.9636547862796752,Nationwide,67.0
0.9608528846270755,0.9579023692597669,0.9636005551599041,Nationwide,68.0
0.9605156643821194,0.9575534553258785,0.9632751351555251,Nationwide,69.0
0.9601784441371639,0.9572045980061882,0.9629496585947206,Nationwide,70.0
0.9600098340146854,0.9570301903608573,0.9627868993210447,Nationwide,71.0
0.9597850073556653,0.9567976542944685,0.9625698531272757,Nationwide,72.0
0.9594477476166245,0.9564488748816894,0.9622442195992654,Nationwide,73.0
0.9592229077905969,0.9562163855960306,0.9620271002896368,Nationwide,74.0
